,LoanStatus,Source,ModifiedCreditScore,ModifiedBankruptcyScore,EmploymentStatus,EmployedMonths,TotalMonthlyIncome,PrimeMonthlyLiability,PrimeMonthlyRent,TotalMonthlyDebtBeforeLoan,VehicleYear,VehicleMake,VehicleMileage,isNewVehicle,TotalVehicleValue,AmountRequested,DownPayment,Loanterm,OccupancyStatus,OccupancyDuration,EstimatedMonthlyPayment,NumberOfOpenRevolvingAccounts,LTV,RequestType,DTI,MemberIndicator,CoApplicantIndicator
118,Declined,GATEWAY,620,247,Employed,108,9158.0,2167.71,250.0,2667.71,3,RAM,15.0,Y,43815.0,41517.0,0.0,75.0,RENT,41,744.15,6.0,0.9475,INDIRECT,0.2913,N,Y
119,Approved,GATEWAY,653,269,Employed,240,4200.0,497.0,300.0,797.0,3,JEEP,10.0,Y,32095.0,34693.0,0.0,75.0,RENT,360,573.77,1.0,1.0809,INDIRECT,0.18976,N,N
120,Declined,LENDER,0,363,Employed,26,5416.67,468.0,0.0,468.0,0,UNDECIDED,0.0,N,20902.6956131264,20000.0,0.0,66.0,BUYING,240,445.74,0.0,0.9986677530706455,DEALER PURCHASE,0.0864,Y,N
121,Declined,LENDER,715,394,Employed,13,2555.0,0.0,300.0,300.0,12,FORD,58915.0,N,26450.0,26000.0,0.0,42.0,LIVEWITHPARENTS,192,669.61,1.0,0.9829,DEALER PURCHASE,0.11742,Y,N
122,Declined,GATEWAY,570,316,Employed,7,2983.33,287.0,300.0,587.0,5,MAZDA,39287.0,N,14500.0,15640.0,1000.0,72.0,LIVEWITHPARENTS,28,345.88,2.0,1.0786,INDIRECT,0.19676,N,N
123,Declined,LENDER,515,242,Employed,18,1625.0,144.54,300.0,444.54,4,UNDECIDED,0.0,Y,20902.6956131264,10000.0,0.0,66.0,LIVEWITHPARENTS,24,245.01,0.0,0.9986677530706455,DEALER PURCHASE,0.27356,Y,N
124,Approved,GATEWAY,698,387,Retired,204,4000.0,304.0,300.0,604.0,1,KIA,18.0,Y,19400.0,24250.0,0.0,75.0,RENT,26,361.97,9.0,1.25,INDIRECT,0.151,N,N
125,Approved,GATEWAY,729,397,Employed,12,3583.33,453.0,500.0,1253.0,6,HYUNDAI,38601.0,N,12400.0,13323.0,0.0,72.0,RENT,12,275.16,3.0,1.0744,INDIRECT,0.34967,N,Y
126,Declined,GATEWAY,697,308,Employed,1,2500.0,0.0,300.0,300.0,3,HYUNDAI,34770.0,N,16300.0,17060.0,0.0,75.0,LIVEWITHPARENTS,24,227.47,0.0,1.0466,CAR SALE,0.12,N,N
127,Declined,LENDER,510,126,Employed,12,4593.0,119.0,354.0,473.0,0,UNDECIDED,0.0,Y,20902.6956131264,12500.0,0.0,66.0,RENT,24,292.43,4.0,0.9986677530706455,DEALER PURCHASE,0.10298,N,N
128,Approved,GATEWAY,803,335,Employed,119,12500.0,2137.0,0.0,2137.0,2,CHRYSLER,15.0,Y,50130.0,48779.0,1000.0,84.0,BUYING,3,673.64,16.0,0.973,INDIRECT,0.17096,N,Y
129,Approved,GATEWAY,814,452,Retired,120,6000.0,742.0,0.0,742.0,4,FORD,16171.0,N,20575.0,16182.0,6000.0,72.0,OWN,300,253.6,3.0,0.7864,INDIRECT,0.12367,N,Y
130,Approved,GATEWAY,723,184,Employed,139,4214.42,561.0,745.0,1306.0,6,VOLKSWAGEN,24389.0,N,23025.0,21538.0,1500.0,75.0,RENT,13,320.51,4.0,0.9354,INDIRECT,0.30989,N,N
131,Declined,GATEWAY,614,246,Employed,24,3500.0,1355.42,0.0,1355.42,5,CHRYSLER,70500.0,N,17200.0,18534.0,500.0,75.0,RENT,24,247.12,6.0,1.0775,INDIRECT,0.38726,N,N
132,Declined,GATEWAY,618,306,Employed,192,4000.0,443.0,750.0,1193.0,6,VOLKSWAGEN,54810.0,N,13050.0,11618.0,0.0,72.0,RENT,36,161.37,1.0,0.8902,INDIRECT,0.29825,N,N
133,Approved,GATEWAY,685,340,Employed,48,7158.33,758.19,0.0,1058.19,2,HYUNDAI,25.0,Y,23750.0,28664.0,450.0,75.0,OWN,564,389.07,6.0,1.2069,INDIRECT,0.14783,N,Y
134,Approved,GATEWAY,821,371,Retired,504,5000.0,909.0,0.0,909.0,2,BUICK,68.0,Y,48455.0,39302.0,0.0,66.0,OWN,420,554.9,7.0,0.8111,INDIRECT,0.1818,Y,N
135,Declined,GATEWAY,590,261,Employed,4,3166.67,246.47,800.0,1046.47,5,GMC,78378.0,N,14575.0,14812.0,0.0,72.0,RENT,17,205.73,1.0,1.0162,INDIRECT,0.33046,N,N
136,Approved,GATEWAY,808,419,Retired,24,3400.0,315.0,0.0,315.0,3,JEEP,16153.0,N,15625.0,10742.0,5000.0,60.0,OWN,180,191.99,3.0,0.6874,INDIRECT,0.09265,N,N
137,Declined,GATEWAY,640,331,Employed,110,5500.0,1178.0,0.0,1178.0,14,FORD,88105.0,N,14400.0,16058.0,0.0,75.0,BUYING,25,265.61,3.0,1.1151,INDIRECT,0.21418,N,N
138,Declined,GATEWAY,638,216,Employed,49,2616.0,292.0,600.0,892.0,11,LEXUS,91224.0,N,10975.0,12248.0,300.0,66.0,RENT,48,185.58,1.0,1.1159,INDIRECT,0.34098,N,N
139,Declined,GATEWAY,591,204,Employed,44,5800.0,316.0,0.0,316.0,2,CHEVROLET,22.0,Y,29235.0,33928.0,2000.0,72.0,OTHER,137,471.23,0.0,1.1605,INDIRECT,0.05448,N,N
140,Declined,GATEWAY,660,330,Employed,36,4458.33,817.64,730.0,1547.64,4,JEEP,24117.0,N,31100.0,27438.0,7000.0,72.0,RENT,24,479.03,6.0,0.8822,INDIRECT,0.34713,N,Y
141,Declined,GATEWAY,628,263,Retired,156,2666.67,2787.0,0.0,2787.0,4,BUICK,58371.0,N,13325.0,18234.0,10000.0,75.0,BUYING,120,292.8,6.0,1.3684,CAR SALE,1.04512,N,Y
142,Declined,LENDER,618,139,Employed,43,4250.0,572.26,300.0,872.26,0,UNDECIDED,0.0,Y,20902.6956131264,25000.0,0.0,60.0,LIVEWITHPARENTS,72,522.07,9.0,0.9986677530706455,DEALER PURCHASE,0.20524,Y,N
143,Declined,GATEWAY,599,127,Employed,5,6498.0,2936.0,0.0,2936.0,9,CHEVROLET,41984.0,N,30425.0,28331.0,1000.0,72.0,BUYING,7,443.91,3.0,0.9311,INDIRECT,0.45183,N,N
144,Declined,GATEWAY,707,380,Employed,49,2300.0,274.0,300.0,574.0,5,FORD,18843.0,N,19175.0,19267.0,55.0,72.0,LIVEWITHPARENTS,229,334.05,1.0,1.0047,INDIRECT,0.24957,N,N
145,Declined,GATEWAY,645,181,Retired,444,7683.34,1547.0,0.0,1547.0,3,GMC,399.0,Y,37135.0,43949.0,0.0,84.0,BUYING,300,615.1,19.0,1.1834,INDIRECT,0.20134,N,Y
146,Approved,LENDER,749,249,Employed,98,5833.33,1974.68,0.0,1974.68,7,TOYOTA,64200.0,N,18625.0,16015.3,0.0,48.0,BUYING,15,353.52,9.0,0.8598,REFINANCE-PROMO,0.33852,Y,N
147,Approved,GATEWAY,692,388,Retired,0,5800.0,425.0,0.0,425.0,5,HONDA,44651.0,N,12400.0,9295.0,4000.0,72.0,OWN,384,199.79,8.0,0.7495,INDIRECT,0.07328,Y,N
148,Approved,GATEWAY,679,284,Employed,125,4250.0,146.0,300.0,446.0,3,HYUNDAI,21.0,Y,24995.0,30239.0,1415.0,84.0,RENT,34,457.19,17.0,1.2098,INDIRECT,0.10494,N,N
149,Declined,GATEWAY,640,337,Employed,60,4000.0,54.0,300.0,354.0,11,CHEVROLET,99528.0,N,14875.0,15878.0,1592.0,36.0,LIVEWITHPARENTS,60,493.48,2.0,1.0674,INDIRECT,0.0885,N,N
150,Approved,LENDER,747,143,Employed,46,8166.67,3442.0,0.0,3442.0,4,SUBARU,48254.0,N,20325.0,21500.0,0.0,48.0,BUYING,12,457.7,4.0,1.0578,LEASE BUYOUT,0.42147,Y,N
151,Approved,GATEWAY,773,357,Others,36,5629.0,25.0,300.0,325.0,2,CHEVROLET,25.0,Y,20440.0,24363.0,0.0,75.0,LIVEWITHPARENTS,60,303.8,2.0,1.1919,INDIRECT,0.05774,N,N
152,Declined,GATEWAY,681,268,Employed,15,8000.0,2237.0,0.0,2237.0,3,FORD,1526.0,N,23900.0,34785.0,1000.0,72.0,BUYING,31,577.68,3.0,1.4554,INDIRECT,0.27963,N,N
153,Approved,LENDER,720,256,Employed,264,3233.33,412.0,450.0,862.0,5,TOYOTA,12773.0,N,17425.0,20038.75,0.0,75.0,RENT,6,334.51,19.0,1.15,REFINANCE-PROMO,0.24462,Y,N
154,Declined,GATEWAY,575,135,Employed,37,3000.0,322.0,300.0,622.0,4,MAZDA,41.0,Y,28620.0,32333.0,0.0,75.0,OTHER,60,698.51,4.0,1.1297,INDIRECT,0.20733,N,N
155,Approved,LENDER,840,341,Employed,190,19933.33,3151.0,0.0,3451.0,0,UNDECIDED,0.0,Y,20902.6956131264,13000.0,0.0,66.0,BUYING,180,223.73,5.0,0.9986677530706455,DEALER PURCHASE,0.17313,Y,Y
156,Declined,GATEWAY,708,335,Employed,12,4690.0,436.0,300.0,736.0,1,KIA,25.0,Y,18820.0,26310.0,2342.0,84.0,RENT,37,368.29,1.0,1.3979,INDIRECT,0.15693,N,N
157,Declined,GATEWAY,612,171,Employed,1,3440.0,272.0,300.0,572.0,5,HYUNDAI,47153.0,N,19800.0,20133.0,2000.0,72.0,OTHER,12,279.63,6.0,1.0168,INDIRECT,0.16628,N,N
158,Declined,LENDER,569,72,Employed,132,2500.0,1399.03,765.0,2164.03,12,FORD,108000.0,N,16775.0,16699.91,0.0,48.0,RENT,132,359.06,10.0,0.9955,REFINANCE-PROMO,0.86561,N,N
159,Approved,GATEWAY,664,184,Employed,18,4700.0,1279.54,0.0,1279.54,3,HONDA,100.0,Y,31945.0,18849.0,14000.0,66.0,OWN,55,299.51,2.0,0.59,INDIRECT,0.27224,Y,N
160,Approved,GATEWAY,812,401,Employed,1,16666.67,2044.0,0.0,2044.0,3,OTHERS,19023.0,N,35551.0,29382.0,5000.0,84.0,BUYING,28,395.34,8.0,0.8264,INDIRECT,0.12264,N,Y
161,Declined,GATEWAY,560,211,Employed,36,4500.0,1262.0,0.0,1262.0,3,TOYOTA,10.0,Y,27814.0,20668.0,5000.0,72.0,BUYING,48,287.06,1.0,0.743,INDIRECT,0.28044,N,N
162,Declined,GATEWAY,723,181,Retired,144,11300.0,4741.0,0.0,4741.0,3,JEEP,10.0,Y,35025.0,42294.0,0.0,84.0,BUYING,228,583.01,12.0,1.2075,INDIRECT,0.41956,Y,Y
163,Approved,LENDER,780,428,Employed,17,3098.33,35.0,350.0,385.0,5,TOYOTA,35663.0,N,12750.0,12345.0,0.0,66.0,LIVEWITHPARENTS,108,214.89,2.0,0.9682,REFINANCE,0.12426,Y,N
164,Approved,GATEWAY,650,319,Employed,5,3208.0,468.16,300.0,768.16,2,HYUNDAI,41004.0,N,12825.0,12564.0,500.0,48.0,LIVEWITHPARENTS,24,275.04,1.0,0.9796,INDIRECT,0.23945,N,N
165,Declined,GATEWAY,646,120,Employed,204,3685.0,1449.0,0.0,1449.0,2,KIA,25.0,Y,24225.0,35793.0,0.0,72.0,BUYING,70,620.69,14.0,1.4775,INDIRECT,0.39322,N,N
166,Declined,GATEWAY,777,295,Employed,384,23073.33,4728.54,0.0,5028.54,10,VOLKSWAGEN,97881.0,N,7850.0,8547.0,500.0,54.0,BUYING,4,158.28,1.0,1.0887,INDIRECT,0.21794,N,Y
167,Approved,GATEWAY,682,324,Employed,180,10500.0,1279.0,0.0,1579.0,2,NISSAN,6.0,Y,25800.0,26134.0,2000.0,84.0,BUYING,240,418.23,7.0,1.0129,CAR SALE,0.15038,N,Y
168,Declined,GATEWAY,746,143,Employed,60,7980.0,5038.0,0.0,5038.0,2,KIA,25.0,Y,19120.0,23616.0,0.0,84.0,BUYING,60,317.31,6.0,1.2351,INDIRECT,0.63133,N,N
169,Approved,GATEWAY,627,322,Retired,39,3720.0,709.0,0.0,709.0,6,FORD,51706.0,N,19550.0,21124.0,300.0,66.0,OWN,22,422.16,5.0,1.0805,INDIRECT,0.19059,N,N
170,Declined,GATEWAY,716,298,Employed,60,5850.0,792.0,0.0,792.0,1,NISSAN,9.0,Y,23385.0,53587.0,3200.0,84.0,LIVEWITHPARENTS,36,637.95,6.0,2.2915,INDIRECT,0.13538,N,N
171,Declined,GATEWAY,604,207,Employed,48,1950.0,610.0,300.0,910.0,4,TOYOTA,17.0,Y,18999.0,19914.0,0.0,75.0,LIVEWITHPARENTS,4,424.46,3.0,1.0481,INDIRECT,0.46667,N,N
172,Approved,GATEWAY,742,395,Employed,31,2016.67,50.0,300.0,350.0,8,TOYOTA,32525.0,N,11900.0,8544.0,4000.0,66.0,LIVEWITHPARENTS,7,140.72,7.0,0.7179,CAR SALE,0.17355,N,N
173,Approved,GATEWAY,744,287,Employed,24,10000.0,2452.0,0.0,2452.0,1,FORD,10.0,Y,42085.0,47530.0,2000.0,75.0,OWN,6,693.67,12.0,1.1293,INDIRECT,0.2452,N,N
174,Declined,GATEWAY,649,179,Retired,36,4583.33,847.0,200.0,1047.0,3,NISSAN,36.0,Y,25205.0,31640.0,0.0,75.0,RENT,30,515.03,11.0,1.2553,INDIRECT,0.22844,N,N
175,Declined,GATEWAY,698,442,Employed,30,2500.0,50.0,0.0,50.0,13,ACURA,102350.0,N,20902.6956131264,9157.0,1000.0,60.0,LIVEWITHPARENTS,90,152.62,0.0,0.9986677530706455,INDIRECT,0.02,N,N
176,Declined,LENDER,613,253,Employed,48,8333.33,3219.32,0.0,3219.32,6,CHEVROLET,100022.0,N,29150.0,26500.0,0.0,48.0,BUYING,48,586.19,6.0,0.909,REFINANCE-PROMO,0.38632,N,N
177,Approved,GATEWAY,809,417,Others,96,7500.0,45.0,300.0,345.0,5,NISSAN,29092.0,N,21900.0,21400.0,0.0,60.0,LIVEWITHPARENTS,72,393.7,7.0,0.9771,INDIRECT,0.046,N,N
178,Declined,GATEWAY,639,273,Employed,28,7154.0,329.0,1050.0,1379.0,7,JEEP,112390.0,N,24625.0,29682.0,1500.0,72.0,RENT,30,511.02,3.0,1.2053,INDIRECT,0.19276,N,N
179,Approved,GATEWAY,720,372,Employed,96,4333.33,25.0,300.0,325.0,5,CHEVROLET,54963.0,N,32950.0,31794.0,500.0,75.0,RENT,4,585.34,1.0,0.9649,INDIRECT,0.075,N,N
180,Approved,GATEWAY,731,310,Retired,60,2673.0,0.0,300.0,300.0,4,MAZDA,12.0,Y,21965.0,19109.0,0.0,84.0,OTHER,72,279.82,4.0,0.8699,INDIRECT,0.11223,N,N
181,Declined,GATEWAY,838,365,Employed,120,9800.0,2295.0,0.0,2295.0,4,NISSAN,33994.0,N,32050.0,22998.0,5000.0,75.0,BUYING,36,306.64,9.0,0.7175,INDIRECT,0.23418,N,Y
182,Declined,GATEWAY,710,160,Employed,78,8500.0,3977.0,0.0,3977.0,4,FORD,32889.0,N,36175.0,43750.0,0.0,84.0,OWN,158,587.85,28.0,1.2093,INDIRECT,0.46788,N,Y
183,Approved,LENDER,682,285,Retired,0,4600.0,2275.0,0.0,2275.0,3,FORD,5000.0,Y,54805.0,15000.0,0.0,66.0,BUYING,4,257.18,7.0,0.2736,TITLE LOAN,0.49457,Y,Y
184,Approved,GATEWAY,688,323,Others,24,4900.0,50.0,300.0,350.0,4,MAZDA,36400.0,N,17675.0,21710.0,0.0,64.0,OTHER,1,416.34,6.0,1.2282,INDIRECT,0.07143,N,N
185,Approved,GATEWAY,672,248,Employed,18,3541.67,96.0,450.0,546.0,2,HYUNDAI,21.0,Y,20060.0,24804.0,0.0,84.0,RENT,24,358.94,4.0,1.2364,INDIRECT,0.15416,N,N
186,Declined,GATEWAY,717,353,Employed,24,2324.0,53.0,415.0,468.0,7,MERCEDES-BENZ,96550.0,N,20850.0,16660.0,6000.0,66.0,RENT,96,252.43,3.0,0.799,INDIRECT,0.20138,N,N
187,Declined,LENDER,541,250,Employed,12,3168.75,466.0,707.0,1173.0,0,UNDECIDED,0.0,N,20902.6956131264,15850.0,0.0,75.0,RENT,18,343.5,6.0,0.9986677530706455,REFINANCE-PROMO,0.37018,N,N
188,Declined,GATEWAY,604,92,Employed,48,5195.0,1017.0,400.0,1417.0,1,CHEVROLET,10.0,Y,23895.0,25412.0,0.0,72.0,RENT,46,352.95,24.0,1.0634,INDIRECT,0.27276,N,N
189,Approved,GATEWAY,814,468,Employed,36,4274.42,32.0,300.0,632.0,3,TOYOTA,10.0,Y,19924.0,18090.0,0.0,66.0,LIVEWITHPARENTS,48,310.65,4.0,0.9079,INDIRECT,0.14786,Y,Y
190,Approved,LENDER,659,350,Others,74,8535.0,789.0,0.0,789.0,7,KIA,53685.0,N,18225.0,14305.7,0.0,75.0,OWN,132,238.99,8.0,0.7849,DEALER PURCHASE,0.09244,Y,Y
191,Approved,LENDER,828,308,Retired,154,10208.0,2474.0,0.0,2474.0,6,OTHERS,18237.0,N,27975.0,20000.0,0.0,48.0,BUYING,360,300.69,6.0,0.7149,DEALER PURCHASE,0.24236,Y,Y
192,Approved,LENDER,724,207,Employed,26,5630.0,2628.0,0.0,2628.0,0,UNDECIDED,0.0,N,20902.6956131264,15000.0,0.0,66.0,BUYING,48,257.3,5.0,0.9986677530706455,DEALER PURCHASE,0.46679,Y,N
193,Declined,GATEWAY,603,209,Employed,67,2996.0,1143.54,475.0,1618.54,4,DODGE,39845.0,N,19800.0,17611.0,325.0,72.0,RENT,17,336.71,5.0,0.8894,INDIRECT,0.54023,Y,N
194,Declined,GATEWAY,595,263,Employed,60,8016.67,715.92,1019.0,2534.92,5,TOYOTA,18349.0,N,26300.0,26828.0,0.0,72.0,RENT,7,593.34,3.0,1.02,INDIRECT,0.31621,N,Y
195,Approved,GATEWAY,724,356,Employed,48,3483.0,301.0,300.0,601.0,2,KIA,15.0,Y,26390.0,21879.0,4367.0,75.0,LIVEWITHPARENTS,60,332.25,3.0,0.829,INDIRECT,0.17255,N,N
196,Declined,GATEWAY,540,168,Employed,120,2465.0,543.0,0.0,543.0,6,HYUNDAI,25550.0,N,20902.6956131264,14533.0,0.0,72.0,LIVEWITHPARENTS,288,201.85,2.0,0.9986677530706455,INDIRECT,0.22028,N,N
197,Declined,GATEWAY,544,153,Employed,6,2400.0,905.58,450.0,1355.58,3,OTHERS,25954.0,N,13275.0,12447.0,700.0,72.0,RENT,1,244.37,1.0,0.9376,INDIRECT,0.56483,N,N
198,Approved,GATEWAY,801,433,Employed,219,7166.67,60.0,300.0,660.0,7,NISSAN,57595.0,N,13800.0,13856.0,0.0,72.0,LIVEWITHPARENTS,24,225.4,2.0,1.004,INDIRECT,0.09209,N,Y
199,Declined,GATEWAY,651,291,Employed,60,8250.0,118.0,800.0,918.0,4,FORD,34544.0,N,27500.0,22116.0,2400.0,72.0,RENT,48,345.58,3.0,0.8042,INDIRECT,0.11127,N,N
200,Approved,LENDER,674,199,Employed,5,3744.0,125.0,300.0,425.0,7,JEEP,60000.0,N,20175.0,20764.8,0.0,66.0,RENT,48,361.12,4.0,1.0292,REFINANCE-PROMO,0.11351,N,N
201,Declined,GATEWAY,627,326,Employed,6,6405.0,2141.0,0.0,2141.0,3,KIA,21200.0,N,24000.0,23366.0,0.0,75.0,BUYING,84,311.55,18.0,0.9735,INDIRECT,0.33427,N,Y
202,Declined,GATEWAY,800,433,Employed,3,21655.0,4924.0,0.0,4924.0,11,OTHERS,145635.0,N,4625.0,4988.0,500.0,48.0,LIVEWITHPARENTS,32,129.49,20.0,1.0784,INDIRECT,0.22738,N,Y
203,Approved,GATEWAY,683,395,Employed,1,7683.33,2257.0,300.0,2557.0,4,HYUNDAI,32630.0,N,12725.0,11392.0,1000.0,75.0,LIVEWITHPARENTS,5,175.66,2.0,0.8952,CAR SALE,0.3328,N,Y
204,Approved,LENDER,754,295,Employed,48,9116.67,2006.0,0.0,2006.0,0,UNDECIDED,0.0,N,20902.6956131264,35000.0,0.0,84.0,BUYING,24,487.47,7.0,0.9986677530706455,DEALER PURCHASE,0.22004,Y,Y
205,Approved,GATEWAY,784,308,Employed,14,14750.0,1285.0,0.0,1285.0,7,ACURA,28841.0,N,29825.0,32733.0,5000.0,75.0,OWN,10,484.22,1.0,1.0975,INDIRECT,0.08712,N,Y
206,Declined,GATEWAY,512,161,Employed,123,3500.0,1134.0,890.0,2024.0,6,OTHERS,85764.0,N,11575.0,11507.0,500.0,72.0,RENT,132,208.18,4.0,0.9941,INDIRECT,0.57829,N,N
207,Declined,GATEWAY,584,341,Employed,72,4000.0,937.0,0.0,937.0,9,TOYOTA,69667.0,N,14150.0,13625.0,800.0,72.0,BUYING,288,189.24,0.0,0.9628,INDIRECT,0.23425,N,Y
208,Declined,CONSUMER,580,278,Employed,26,2576.0,1027.69,387.0,1414.69,11,NISSAN,61000.0,N,8000.0,10000.0,0.0,24.0,RENT,7,350.82,3.0,1.25,REFINANCE,0.54918,Y,N
209,Declined,GATEWAY,539,181,Retired,84,6000.0,1285.0,100.0,1385.0,5,NISSAN,37762.0,N,10725.0,11046.0,750.0,72.0,OTHER,24,153.42,11.0,1.0299,INDIRECT,0.23083,N,Y
210,Declined,GATEWAY,624,203,Employed,180,10667.67,1686.0,0.0,1686.0,2,KIA,650.0,Y,19420.0,20405.0,0.0,75.0,BUYING,33,372.74,23.0,1.0507,INDIRECT,0.15805,N,Y
211,Declined,GATEWAY,610,294,Employed,21,3680.0,682.14,0.0,682.14,1,OTHERS,7827.0,N,20902.6956131264,30739.0,1000.0,72.0,BUYING,36,426.94,2.0,0.9986677530706455,INDIRECT,0.18536,N,N
212,Declined,LENDER,555,347,Employed,4,4800.0,1199.0,300.0,1799.0,4,UNDECIDED,0.0,Y,20902.6956131264,12000.0,0.0,75.0,LIVEWITHPARENTS,216,246.46,1.0,0.9986677530706455,DEALER PURCHASE,0.37479,N,Y
213,Approved,GATEWAY,627,233,Employed,46,4166.67,259.82,500.0,759.82,4,CHEVROLET,36.0,Y,24850.0,24670.0,0.0,75.0,RENT,35,498.13,0.0,0.9927,INDIRECT,0.18236,Y,N
214,Declined,GATEWAY,596,211,Employed,18,3033.0,537.0,450.0,987.0,5,ACURA,36434.0,N,21175.0,26271.0,0.0,72.0,RENT,28,364.88,6.0,1.2406,INDIRECT,0.32542,N,N
215,Declined,GATEWAY,563,331,Employed,4,1747.0,0.0,0.0,0.0,10,NISSAN,78499.0,N,9225.0,8549.0,1500.0,60.0,LIVEWITHPARENTS,2,142.49,1.0,0.9267,INDIRECT,0.0,N,N
216,Declined,GATEWAY,725,281,Employed,15,4333.0,591.0,0.0,591.0,14,CHEVROLET,29185.0,N,6950.0,9188.0,2000.0,60.0,OWN,264,153.14,6.0,1.322,INDIRECT,0.1364,N,N
217,Declined,GATEWAY,592,264,Employed,36,6250.0,2036.86,1195.0,3231.86,5,INFINITI,34750.0,N,32075.0,29761.0,2000.0,72.0,RENT,16,413.35,6.0,0.9278,INDIRECT,0.5171,N,N
218,Declined,GATEWAY,755,266,Employed,24,8000.0,700.0,0.0,700.0,1,RAM,12.0,Y,72865.0,67888.0,5000.0,84.0,LIVEWITHPARENTS,30,808.2,2.0,0.9316,INDIRECT,0.0875,N,N
219,Declined,GATEWAY,623,176,Employed,24,3500.0,3273.0,0.0,3273.0,1,HYUNDAI,5.0,Y,20110.0,27197.0,1500.0,75.0,LIVEWITHPARENTS,36,511.21,12.0,1.3524,INDIRECT,0.93514,N,N
220,Approved,GATEWAY,670,210,Employed,168,11130.0,736.0,300.0,1036.0,2,CHEVROLET,50.0,Y,35770.0,17595.0,2000.0,75.0,OTHER,12,330.67,4.0,0.4918,INDIRECT,0.09308,N,N
221,Declined,GATEWAY,633,242,Employed,96,9333.33,1881.0,0.0,1881.0,3,CHEVROLET,20.0,Y,36725.0,42611.0,500.0,75.0,BUYING,48,704.96,7.0,1.1602,INDIRECT,0.20154,N,Y
222,Declined,CONSUMER,779,304,Employed,28,2348.33,999.0,300.0,1299.0,8,VOLKSWAGEN,60000.0,N,15000.0,15000.0,0.0,60.0,LIVEWITHPARENTS,132,267.36,7.0,1.0,DEALER PURCHASE,0.55316,Y,Y
223,Declined,GATEWAY,0,472,Employed,42,3333.33,25.0,0.0,25.0,3,CHEVROLET,5.0,Y,35340.0,35474.0,5000.0,72.0,LIVEWITHPARENTS,156,492.7,1.0,1.0037,INDIRECT,0.0075,N,N
224,Approved,GATEWAY,711,372,Employed,24,7300.0,685.69,600.0,1585.69,6,KIA,63320.0,N,18125.0,17374.0,0.0,75.0,RENT,36,315.92,4.0,0.9585,INDIRECT,0.21722,N,Y
225,Approved,CONSUMER,772,337,Employed,192,5966.0,1419.14,0.0,1419.14,2,TOYOTA,0.0,Y,33840.0,23840.0,10000.0,84.0,BUYING,210,336.95,3.0,0.7044,DEALER PURCHASE,0.23787,Y,N
226,Declined,GATEWAY,649,149,Retired,120,5392.0,2133.9,0.0,2133.9,4,FORD,33301.0,N,29725.0,32249.0,500.0,72.0,BUYING,10,571.24,15.0,1.0849,INDIRECT,0.39575,N,Y
227,Declined,CONSUMER,536,297,Employed,36,1600.0,295.0,610.0,905.0,3,UNDECIDED,54000.0,N,13000.0,13000.0,0.0,60.0,RENT,7,216.67,3.0,1.0,DEALER PURCHASE,0.56563,N,N
228,Declined,LENDER,653,320,Employed,54,2500.0,494.0,300.0,794.0,5,CHRYSLER,24000.0,N,21925.0,22000.0,0.0,72.0,LIVEWITHPARENTS,180,379.66,3.0,1.0034,DEALER PURCHASE,0.3176,N,N
229,Declined,LENDER,598,288,Employed,34,1700.0,0.0,300.0,300.0,9,KIA,72000.0,N,9950.0,10900.0,0.0,60.0,LIVEWITHPARENTS,12,267.68,0.0,1.0954,REFINANCE,0.17647,N,N
230,Approved,GATEWAY,676,265,Employed,168,3466.67,542.0,0.0,542.0,12,HONDA,96119.0,N,11200.0,9666.0,900.0,54.0,BUYING,144,204.04,6.0,0.863,INDIRECT,0.15635,N,N
231,Approved,LENDER,770,333,Employed,1,8573.34,1279.0,300.0,1579.0,4,UNDECIDED,0.0,Y,20902.6956131264,20000.0,0.0,75.0,LIVEWITHPARENTS,192,296.85,5.0,0.9986677530706455,DEALER PURCHASE,0.18418,Y,Y
232,Declined,GATEWAY,501,230,Employed,6,2400.0,260.59,300.0,560.59,6,CHEVROLET,45139.0,N,9875.0,9199.0,700.0,60.0,LIVEWITHPARENTS,6,220.2,0.0,0.9315,INDIRECT,0.23358,N,N
233,Declined,GATEWAY,650,268,Employed,36,5248.5,673.47,0.0,1273.47,7,FORD,46546.0,N,12150.0,13643.0,0.0,75.0,LIVEWITHPARENTS,36,181.91,4.0,1.1228,INDIRECT,0.24264,N,Y
234,Declined,GATEWAY,642,272,Employed,27,3666.0,1461.04,393.0,1854.04,4,CHEVROLET,20825.0,N,28100.0,31936.0,0.0,72.0,RENT,50,553.63,4.0,1.1365,INDIRECT,0.50574,N,N
235,Declined,GATEWAY,722,325,Retired,0,3300.0,489.0,375.0,864.0,3,NISSAN,7.0,Y,24680.0,33111.0,1000.0,84.0,RENT,60,460.28,6.0,1.3416,CAR SALE,0.26182,N,N
236,Declined,CONSUMER,600,228,Employed,116,4630.0,639.56,1200.0,1839.56,5,FORD,31000.0,N,7390.0,7390.0,0.0,72.0,RENT,8,139.78,4.0,1.0,REFINANCE-PROMO,0.39731,N,N
237,Approved,LENDER,748,490,Retired,247,2469.0,0.0,300.0,300.0,7,CHEVROLET,45231.0,N,9725.0,9600.0,0.0,66.0,LIVEWITHPARENTS,132,158.45,1.0,0.9871,REFINANCE-PROMO,0.1122,Y,Y
