,Location,Vehicle_Year,Miles_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Company,Fuel_Consumption(mpg),Engine(CC),Power(bhp),Price
276,Los_Angeles,3,75749,Gasoline,Automatic,First,5.0,CHRYSLER,54,1248.0,74.0,7500
277,Charlotte,3,14103,Diesel,Automatic,First,5.0,FORD,44,999.0,123.24,17000
278,Houston,8,45362,Gasoline,Automatic,First,5.0,GM,55,1248.0,74.0,8700
279,Orlando,4,20026,CNG,Automatic,First,5.0,GM,53,796.0,47.3,6520
280,Houston,9,34177,CNG,Automatic,First,5.0,HONDA,40,1497.0,118.0,8420
281,Orlando,2,7014,Gasoline,Dual_Clutch,First,7.0,AUDI,28,2967.0,241.4,140720
282,Charlotte,11,29827,Gasoline,Manual,Second,5.0,LEXUS,40,1896.0,105.0,5900
283,Orlando,8,33747,Diesel,Automatic,First,5.0,HYUNDAI,40,1591.0,121.3,8560
284,Houston,11,48744,Diesel,Dual_Clutch,First,5.0,HONDA,40,1497.0,118.0,7140
285,Atlanta,7,28584,Gasoline,Automatic,First,5.0,HYUNDAI,52,1396.0,88.8,6220
286,Seattle,6,27995,Diesel,Continuously_Variable,First,5.0,HYUNDAI,35,1396.0,98.6,11920
287,San_Francisco,9,42877,Gasoline,Automatic,First,5.0,VOLKSWAGEN,48,1598.0,103.6,9400
288,Austin,6,30449,CNG,Automatic,First,5.0,HONDA,41,1497.0,117.3,13800
289,Los_Angeles,2,27963,Gasoline,Automatic,First,5.0,CHRYSLER,54,1248.0,74.0,10500
290,Los_Angeles,5,39770,Gasoline,Semi-Automatic,First,5.0,BMW,43,1995.0,177.0,56000
291,Dallas,11,37284,Diesel,Automatic,First,5.0,GM,44,1061.0,67.0,2700
292,Dallas,5,38637,CNG,Automatic,First,5.0,HONDA,43,1199.0,88.7,9700
293,Seattle,8,36045,Gasoline,Automatic,First,5.0,VOLKSWAGEN,35,1896.0,105.0,13400
294,San_Francisco,10,45984,Diesel,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,6200
295,Orlando,5,48327,Gasoline,Semi-Automatic,First,5.0,MERCEDES-BENZ,45,2143.0,170.0,37280
296,Los_Angeles,8,28134,Diesel,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,5600
297,Chicago,4,29827,Gasoline,Automatic,First,7.0,TOYOTA,32,2393.0,147.8,40500
298,Orlando,5,19669,Gasoline,Manual,First,5.0,AUDI,42,1968.0,174.33,53560
299,San_Francisco,10,67733,Gasoline,Automatic,Second,7.0,TOYOTA,31,2494.0,100.6,16520
300,Charlotte,5,19871,Diesel,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,73.9,7780
301,San_Francisco,9,43498,Diesel,Automatic,First,5.0,GM,49,998.0,67.1,4200
302,Charlotte,3,9321,CNG,Continuously_Variable,First,5.0,HONDA,42,1497.0,117.3,25380
303,Seattle,7,36748,Gasoline,Automatic,First,5.0,CHRYSLER,40,1405.0,70.0,5160
304,Orlando,6,38357,Gasoline,Manual,First,5.0,AUDI,42,1968.0,174.33,41540
305,Dallas,5,29827,Gasoline,Dual_Clutch,First,5.0,MERCEDES-BENZ,42,2143.0,136.0,40520
306,Chicago,14,36041,Diesel,Automatic,Second,5.0,HYUNDAI,0,1086.0,0.0,3000
307,Atlanta,9,37296,Gasoline,Automatic,First,5.0,GM,42,1248.0,0.0,5000
308,San_Francisco,6,48354,Diesel,Dual_Clutch,First,5.0,GM,54,998.0,67.04,8500
309,San_Francisco,3,18021,Gasoline,Continuously_Variable,First,5.0,MERCEDES-BENZ,42,2143.0,201.15,114000
310,Dallas,3,27342,Gasoline,Manual,First,5.0,RAM,30,2179.0,187.7,88000
311,San_Francisco,9,67500,Gasoline,Automatic,First,5.0,VOLKSWAGEN,48,1598.0,103.6,7300
312,San_Francisco,8,44611,Diesel,Automatic,First,5.0,GM,33,796.0,35.0,4100
313,Orlando,8,57126,Diesel,Automatic,First,5.0,HONDA,44,1198.0,86.8,6260
314,San_Francisco,15,98181,Gasoline,Automatic,Second,7.0,CHRYSLER,33,2956.0,83.1,3000
315,Los_Angeles,8,56661,Gasoline,Automatic,First,5.0,CHRYSLER,42,1248.0,75.0,5700
316,Dallas,8,40391,CNG,Automatic,First,5.0,GM,44,998.0,67.1,5300
317,San_Francisco,5,54949,Gasoline,Automatic,First,7.0,TESLA,38,2179.0,140.0,21200
318,Los_Angeles,12,85753,Gasoline,Automatic,Second,5.0,CHRYSLER,40,1396.0,70.0,2500
319,Charlotte,2,11185,Diesel,Automatic,First,7.0,GM,38,1373.0,93.7,16500
320,Charlotte,9,37284,Diesel,Semi-Automatic,First,5.0,HONDA,28,2354.0,177.6,8900
321,Atlanta,8,29827,Gasoline,Automatic,First,5.0,GM,45,1248.0,73.9,7400
322,San_Francisco,11,99424,Gasoline,Automatic,First,5.0,FORD,42,1399.0,68.0,5600
323,Atlanta,12,24856,CNG,Automatic,First,5.0,HONDA,42,1497.0,78.0,3600
324,Orlando,6,31999,Gasoline,Dual_Clutch,First,5.0,AUDI,42,1968.0,174.33,43900
325,Charlotte,9,18642,Gasoline,Manual,First,4.0,BMW,22,2993.0,313.0,98000
326,Seattle,3,60543,Gasoline,Dual_Clutch,First,7.0,AUDI,35,2967.0,245.0,125340
327,Los_Angeles,12,26407,Ethanol,Automatic,First,5.0,GM,62,998.0,67.1,2800
328,Los_Angeles,8,51576,Gasoline,Automatic,First,5.0,HYUNDAI,54,1396.0,90.0,11000
329,Boston,11,22992,Diesel,Semi-Automatic,Third,5.0,HYUNDAI,40,1197.0,78.9,5900
330,Orlando,4,17712,Diesel,Manual,First,5.0,HONDA,45,1199.0,88.7,13720
331,San_Francisco,5,47535,Gasoline,Automatic,First,5.0,GM,59,1248.0,74.0,12300
332,Los_Angeles,9,49185,CNG,Automatic,Second,5.0,HYUNDAI,44,1197.0,82.85,6600
333,Atlanta,9,19885,Diesel,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,73.9,5100
334,Austin,11,21749,Diesel,Automatic,First,5.0,GM,46,796.0,46.3,3000
335,Chicago,15,65247,CNG,Manual,Second,5.0,TOYOTA,27,1794.0,125.0,5000
336,Chicago,14,34798,Diesel,Automatic,Second,5.0,GM,46,796.0,46.3,2800
337,Los_Angeles,8,45362,Gasoline,Automatic,First,5.0,CHRYSLER,50,1248.0,88.8,6800
338,Los_Angeles,8,23613,Diesel,Automatic,First,5.0,GM,46,796.0,46.3,4500
339,Atlanta,12,49712,CNG,Semi-Automatic,First,5.0,TOYOTA,27,1794.0,125.0,5600
340,Seattle,4,15518,CNG,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,15320
341,Chicago,4,27963,Gasoline,Automatic,First,5.0,GM,57,1248.0,88.5,14300
342,Dallas,10,54329,CNG,Automatic,First,5.0,HONDA,40,1497.0,118.0,7000
343,San_Francisco,6,83233,Gasoline,Automatic,Second,5.0,CHRYSLER,42,1248.0,75.0,7000
344,Atlanta,7,35420,Gasoline,Automatic,First,5.0,HONDA,61,1498.0,98.6,6900
345,Seattle,4,17340,Diesel,Automatic,First,5.0,HYUNDAI,50,814.0,55.2,7100
346,Orlando,5,19088,Gasoline,Continuously_Variable,Second,5.0,BMW,51,1995.0,190.0,51980
347,Boston,8,49712,Gasoline,Automatic,First,5.0,HYUNDAI,52,1582.0,126.32,10500
348,Austin,7,29395,Gasoline,Automatic,First,5.0,CHRYSLER,49,1248.0,88.8,5800
349,Houston,15,62140,CNG,Continuously_Variable,First,5.0,LEXUS,34,1984.0,227.0,4100
350,Los_Angeles,3,18642,Diesel,Automatic,First,5.0,GM,57,998.0,67.1,7500
351,Charlotte,6,42255,Gasoline,Automatic,First,5.0,FORD,53,1498.0,89.84,13500
352,Atlanta,9,13049,Diesel,Automatic,Second,5.0,CHEVROLET,42,995.0,62.0,1900
353,San_Francisco,3,13049,Gasoline,Dual_Clutch,First,5.0,JAGUAR,45,1999.0,177.0,104000
354,Houston,13,73947,CNG,Automatic,Third,5.0,HONDA,31,1997.0,141.1,7820
355,Orlando,1,8542,Diesel,Continuously_Variable,First,5.0,LEXUS,35,1798.0,177.46,54600
356,Dallas,7,43498,Gasoline,Automatic,First,5.0,GM,54,1248.0,74.0,7000
357,Charlotte,4,11185,CNG,Manual,First,5.0,GM,44,1197.0,83.14,12400
358,Chicago,9,51576,Gasoline,Automatic,First,5.0,NISSAN,54,1461.0,63.1,5500
359,Charlotte,5,80782,Gasoline,Automatic,First,5.0,GM,55,1248.0,74.0,6500
360,Los_Angeles,8,39397,Gasoline,Automatic,First,5.0,FORD,42,1399.0,67.0,6500
361,Atlanta,15,40391,Diesel,Automatic,First,5.0,GM,41,993.0,60.0,1300
362,Los_Angeles,3,5189,Diesel,Automatic,First,5.0,MINI,32,1998.0,192.0,70000
363,Atlanta,6,27963,Gasoline,Automatic,First,5.0,TOYOTA,55,1364.0,67.05,6500
364,Atlanta,2,16281,CNG,Automatic,First,5.0,GM,58,796.0,47.3,5800
365,Boston,9,6835,Diesel,Automatic,Third,5.0,GM,44,796.0,47.0,5800
366,Boston,11,55926,Gasoline,Continuously_Variable,Second,5.0,BMW,26,2993.0,235.0,35500
367,Charlotte,5,45984,Diesel,Dual_Clutch,Second,5.0,NISSAN,26,2496.0,179.5,16500
368,Seattle,5,23042,Diesel,Manual,First,5.0,HYUNDAI,44,1197.0,82.0,11540
369,San_Francisco,3,24235,Gasoline,Automatic,First,5.0,GM,57,1248.0,88.5,18980
370,Charlotte,12,61519,Gasoline,Dual_Clutch,Third,7.0,AUDI,28,2967.0,241.4,25900
371,Chicago,5,23613,Gasoline,Dual_Clutch,First,5.0,MERCEDES-BENZ,42,2143.0,136.0,40000
372,Chicago,13,44741,Diesel,Automatic,Third,4.0,GM,38,796.0,37.0,2000
373,Chicago,5,57790,Gasoline,Automatic,Second,5.0,RENAULT,48,1461.0,83.8,14200
374,Charlotte,3,3666,Gasoline,Automatic,First,5.0,TOYOTA,50,1364.0,87.2,33000
375,Chicago,6,15535,Gasoline,Automatic,First,5.0,MERCEDES-BENZ,37,2148.0,170.0,52000
376,San_Francisco,10,42255,Gasoline,Automatic,Second,5.0,GM,50,1248.0,73.9,6400
377,Orlando,3,22169,Diesel,Continuously_Variable,First,7.0,HONDA,38,1497.0,117.3,18960
378,Orlando,5,46176,Gasoline,Automatic,First,5.0,HYUNDAI,57,1120.0,71.0,8000
379,Houston,6,36889,Gasoline,Continuously_Variable,First,5.0,MERCEDES-BENZ,33,2143.0,203.0,53000
380,Orlando,6,25714,CNG,Continuously_Variable,Second,5.0,MERCEDES-BENZ,35,1595.0,120.7,23540
381,Boston,3,21065,Gasoline,Semi-Automatic,First,5.0,MERCEDES-BENZ,35,2143.0,204.0,74000
382,Charlotte,4,17399,Diesel,Automatic,First,5.0,HONDA,42,1497.0,117.3,17500
383,San_Francisco,13,31665,CNG,Automatic,First,5.0,HYUNDAI,40,1086.0,0.0,3900
384,Chicago,9,58400,Diesel,Automatic,First,5.0,HONDA,40,1497.0,118.0,7500
385,Los_Angeles,10,59033,Diesel,Automatic,First,5.0,HYUNDAI,38,1599.0,103.2,5000
386,Charlotte,3,5593,CNG,Continuously_Variable,First,5.0,JAGUAR,32,1999.0,246.74,69000
387,Dallas,5,32633,CNG,Automatic,First,5.0,HONDA,42,1198.0,86.7,9300
388,Boston,5,12428,Diesel,Manual,First,4.0,MINI,44,1598.0,122.0,64000
389,Seattle,3,35079,Gasoline,Dual_Clutch,First,5.0,MERCEDES-BENZ,32,2987.0,282.0,125620
390,Chicago,6,22992,CNG,Automatic,First,5.0,HYUNDAI,50,814.0,55.2,6500
391,Atlanta,6,10812,CNG,Automatic,First,5.0,GM,48,998.0,67.04,6200
392,Seattle,9,56055,Gasoline,Automatic,First,5.0,GM,50,1248.0,73.9,7820
393,Chicago,9,55687,Gasoline,Continuously_Variable,First,5.0,BMW,38,1995.0,181.0,22000
394,Los_Angeles,6,52819,Gasoline,Automatic,First,5.0,CHRYSLER,32,2179.0,138.03,7000
395,Chicago,6,49259,Gasoline,Semi-Automatic,First,5.0,AUDI,48,1968.0,143.0,33000
396,San_Francisco,8,34798,Gasoline,Manual,First,5.0,RAM,30,2179.0,187.7,60000
397,Los_Angeles,10,52820,Gasoline,Continuously_Variable,Second,7.0,MERCEDES-BENZ,28,2987.0,224.0,56000
398,San_Francisco,2,7457,Gasoline,Continuously_Variable,First,7.0,MITSUBISHI,32,2477.0,175.56,56000
399,Houston,10,77675,Diesel,Automatic,First,5.0,GM,46,796.0,46.3,1840
400,Los_Angeles,7,32934,Diesel,Automatic,First,5.0,GM,33,1061.0,64.0,5500
401,Seattle,3,21743,Gasoline,Manual,First,5.0,RAM,30,2179.0,187.7,107660
402,Los_Angeles,9,30926,CNG,Automatic,Second,5.0,HYUNDAI,40,1591.0,121.3,9900
403,San_Francisco,7,34798,Gasoline,Semi-Automatic,First,5.0,BMW,39,2993.0,218.0,67000
404,Boston,7,46605,Gasoline,Semi-Automatic,First,5.0,JAGUAR,35,2993.0,270.9,55900
405,San_Francisco,10,35420,Diesel,Continuously_Variable,First,5.0,LEXUS,32,1798.0,157.75,14500
406,Orlando,3,23329,Gasoline,Continuously_Variable,First,5.0,AUDI,37,1968.0,174.33,51420
407,Seattle,6,59436,Gasoline,Dual_Clutch,First,5.0,RAM,30,2179.0,187.7,59340
408,Houston,7,21935,Gasoline,Continuously_Variable,First,5.0,MERCEDES-BENZ,35,2143.0,170.0,38000
409,Orlando,3,17688,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,120.0,26100
410,Charlotte,5,25477,Gasoline,Semi-Automatic,First,5.0,BMW,51,1995.0,190.0,51000
411,Los_Angeles,3,5593,Diesel,Automatic,First,7.0,HONDA,36,1497.0,117.3,17000
412,Chicago,10,57230,Gasoline,Dual_Clutch,Second,5.0,VOLVO,38,2400.0,215.0,14500
413,Los_Angeles,15,3625,Diesel,Automatic,First,5.0,HYUNDAI,31,1495.0,94.0,1600
414,Houston,3,25011,Diesel,Automatic,First,5.0,HYUNDAI,40,1197.0,81.86,13800
415,Seattle,2,13917,Diesel,Manual,First,5.0,MERCEDES-BENZ,27,2996.0,367.0,141980
416,Atlanta,5,12925,CNG,Automatic,Second,5.0,HYUNDAI,50,814.0,55.2,4500
417,Orlando,2,25056,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.86,11000
418,Charlotte,7,32671,CNG,Automatic,First,5.0,HONDA,31,1493.0,100.0,8700
419,Atlanta,10,34177,CNG,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,73.9,4500
420,Charlotte,4,29206,Diesel,Dual_Clutch,First,5.0,AUDI,36,1798.0,187.74,49000
421,San_Francisco,10,26112,Gasoline,Automatic,First,5.0,VOLKSWAGEN,0,1968.0,0.0,10900
422,Seattle,3,14393,Diesel,Automatic,First,5.0,HYUNDAI,36,1591.0,121.3,24060
423,Charlotte,9,31070,Diesel,Manual,Second,5.0,MERCEDES-BENZ,28,1796.0,186.0,17000
424,Charlotte,6,7395,Diesel,Manual,First,4.0,MINI,40,1998.0,189.08,57000
425,Los_Angeles,14,67111,Diesel,Automatic,Second,5.0,HYUNDAI,40,1086.0,0.0,2400
426,Boston,7,22992,Gasoline,Automatic,First,5.0,TOYOTA,55,1364.0,67.04,11500
427,Dallas,6,18642,CNG,Automatic,Second,5.0,HONDA,46,1198.0,86.8,6400
428,Seattle,2,7973,Diesel,Semi-Automatic,First,5.0,GM,50,1197.0,83.1,19780
429,Seattle,8,88871,Gasoline,Dual_Clutch,First,5.0,LEXUS,47,1968.0,138.1,13160
430,Orlando,2,8142,Diesel,Automatic,First,5.0,HYUNDAI,50,814.0,55.2,8120
431,Seattle,1,15504,Gasoline,Automatic,First,5.0,RENAULT,48,1461.0,108.45,26740
432,Seattle,9,35937,Gasoline,Continuously_Variable,First,5.0,BMW,38,2993.0,258.0,51640
433,Orlando,4,21294,Diesel,Automatic,First,5.0,GM,53,796.0,47.3,7480
434,Boston,5,20506,Gasoline,Manual,Second,5.0,VOLVO,40,1984.0,150.0,44000
435,Austin,13,34239,Diesel,Automatic,First,5.0,GM,44,998.0,67.1,2900
436,Atlanta,12,24856,Diesel,Automatic,First,5.0,HONDA,42,1497.0,78.0,4000
437,Orlando,3,19786,Ethanol,Automatic,First,5.0,GM,36,1196.0,73.0,9400
438,Atlanta,6,9321,Diesel,Automatic,First,8.0,CHEVROLET,32,1399.0,98.79,7500
439,Seattle,4,51425,Gasoline,Automatic,First,7.0,TESLA,38,2523.0,62.1,15400
440,Seattle,8,31221,Diesel,Automatic,First,5.0,HYUNDAI,0,1086.0,0.0,6700
441,San_Francisco,6,12801,CNG,Automatic,First,5.0,HYUNDAI,50,814.0,55.2,5200
442,Seattle,3,18612,Diesel,Manual,First,5.0,HYUNDAI,31,1591.0,121.3,27540
443,Charlotte,3,9321,Diesel,Automatic,Second,5.0,VOLKSWAGEN,38,1598.0,103.5,14200
444,Los_Angeles,12,38488,Diesel,Manual,Second,5.0,HONDA,30,1799.0,130.0,5300
445,San_Francisco,6,41634,Gasoline,Automatic,First,5.0,CHRYSLER,52,1248.0,74.0,5000
446,Orlando,7,38323,Gasoline,Automatic,First,7.0,TESLA,38,2179.0,140.0,15060
447,Seattle,3,16271,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,15960
448,Boston,6,23613,Gasoline,Dual_Clutch,Second,5.0,AUDI,33,1968.0,174.3,78000
449,Chicago,9,41634,Diesel,Automatic,Second,5.0,GM,44,1197.0,85.8,4500
450,Chicago,10,41012,Diesel,Automatic,Second,5.0,MITSUBISHI,31,1999.0,114.0,7700
451,San_Francisco,5,50261,Gasoline,Automatic,First,7.0,TOYOTA,30,2494.0,102.0,27000
452,San_Francisco,4,49848,Gasoline,Automatic,First,5.0,GM,65,793.0,47.0,7000
453,Dallas,2,8030,Gasoline,Automatic,First,5.0,GM,59,1248.0,88.5,17840
454,Seattle,4,53839,Gasoline,Semi-Automatic,First,5.0,AUDI,36,1968.0,181.0,40740
455,Boston,4,11953,Gasoline,Continuously_Variable,First,5.0,BMW,51,1995.0,190.0,73000
456,Seattle,4,31693,Gasoline,Continuously_Variable,First,7.0,AUDI,27,4134.0,335.2,97820
457,Los_Angeles,4,4226,CNG,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,14400
458,San_Francisco,8,51420,Gasoline,Automatic,First,5.0,RENAULT,45,1461.0,108.45,11980
459,Los_Angeles,4,31691,Gasoline,Automatic,First,5.0,HYUNDAI,57,1120.0,71.0,10500
460,Dallas,6,19552,Gasoline,Automatic,First,5.0,FORD,53,1498.0,89.84,13000
461,San_Francisco,7,47522,Diesel,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,73.9,8800
462,Atlanta,3,8700,Gasoline,Automatic,First,5.0,HYUNDAI,56,1120.0,70.0,9200
463,Austin,7,29206,Gasoline,Automatic,First,5.0,CHRYSLER,50,1248.0,88.8,5900
464,Atlanta,9,30117,Diesel,Automatic,First,5.0,HONDA,40,1497.0,118.0,6520
465,Boston,12,28584,Diesel,Automatic,Second,5.0,HYUNDAI,42,1086.0,62.1,4440
466,San_Francisco,8,101079,Gasoline,Automatic,First,7.0,TOYOTA,31,2494.0,100.0,21000
467,Seattle,3,15623,Gasoline,Automatic,First,5.0,GM,66,1248.0,88.5,16520
468,Dallas,7,42877,Gasoline,Automatic,First,7.0,TOYOTA,30,2982.0,169.0,28900
469,Chicago,11,50038,CNG,Automatic,Second,5.0,FORD,36,1596.0,0.0,5000
470,Orlando,2,16408,CNG,Manual,First,5.0,MERCEDES-BENZ,30,1950.0,191.34,102860
471,Chicago,6,27963,Gasoline,Automatic,First,5.0,MERCEDES-BENZ,37,2148.0,170.0,46000
472,Atlanta,8,39946,Gasoline,Automatic,First,5.0,LEXUS,42,1968.0,108.49,11000
473,Dallas,5,16778,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,82.0,9000
474,San_Francisco,2,2286,Diesel,Automatic,First,5.0,FORD,43,1196.0,86.8,13600
475,Charlotte,7,13049,Diesel,Automatic,First,5.0,LEXUS,40,1395.0,138.02,17500
476,Charlotte,5,41634,Gasoline,Automatic,Second,5.0,RENAULT,47,1461.0,83.8,14000
477,Dallas,5,14914,Gasoline,Manual,Second,5.0,RAM,37,1999.0,177.0,67000
478,Chicago,9,46605,Gasoline,Automatic,Second,5.0,FORD,47,1399.0,68.0,4500
479,San_Francisco,12,111231,Gasoline,Dual_Clutch,Second,7.0,FORD,30,2953.0,156.0,8480
480,Seattle,3,29329,Gasoline,Automatic,First,7.0,TOYOTA,30,2982.0,168.5,56840
481,Atlanta,8,32313,Gasoline,Automatic,First,5.0,VOLKSWAGEN,52,1199.0,73.9,5500
482,Houston,9,56547,Gasoline,Automatic,First,5.0,GM,55,1248.0,73.94,6000
483,Los_Angeles,7,37284,Gasoline,Automatic,First,5.0,NISSAN,54,1461.0,63.1,7100
484,Atlanta,7,23534,Gasoline,Automatic,First,5.0,HYUNDAI,52,1582.0,126.32,9600
485,Atlanta,9,19263,Diesel,Semi-Automatic,First,5.0,BMW,25,2497.0,150.0,27000
486,Los_Angeles,3,80161,Gasoline,Semi-Automatic,First,7.0,MERCEDES-BENZ,26,2987.0,258.0,112000
487,San_Francisco,15,48469,Diesel,Semi-Automatic,First,5.0,HONDA,28,2354.0,187.4,7980
488,Boston,4,19885,Gasoline,Manual,First,5.0,HYUNDAI,40,1582.0,126.2,31000
489,Houston,10,36663,Diesel,Automatic,Second,5.0,HYUNDAI,47,1086.0,68.05,4640
490,Orlando,4,22021,Gasoline,Dual_Clutch,First,5.0,MERCEDES-BENZ,47,2143.0,136.0,37160
491,Houston,6,60897,Diesel,Automatic,First,7.0,GM,38,1373.0,93.7,11000
492,Chicago,14,44741,Gasoline,Automatic,Second,5.0,LEXUS,44,1896.0,66.0,6400
493,Los_Angeles,5,49091,Diesel,Automatic,First,5.0,HONDA,42,1198.0,86.7,8000
494,Chicago,15,18021,CNG,Automatic,First,5.0,GM,41,993.0,60.0,3200
495,Orlando,7,41020,Diesel,Automatic,First,5.0,GM,36,1586.0,103.3,8300
496,Charlotte,6,21749,Diesel,Continuously_Variable,First,5.0,HONDA,39,1198.0,86.8,8500
497,Austin,9,46605,CNG,Automatic,First,5.0,GM,44,998.0,67.1,5200
498,Charlotte,12,49712,CNG,Semi-Automatic,Second,5.0,TOYOTA,28,2362.0,164.7,6860
499,Orlando,8,20330,CNG,Automatic,First,5.0,CHEVROLET,44,1199.0,79.4,5100
500,Dallas,3,15535,Gasoline,Continuously_Variable,First,7.0,TOYOTA,30,2982.0,168.5,64000
501,Charlotte,6,49091,Gasoline,Automatic,First,5.0,FORD,53,1498.0,89.84,12500
502,San_Francisco,10,53440,Gasoline,Automatic,Second,5.0,GM,42,1248.0,75.0,7200
503,Los_Angeles,10,85132,Gasoline,Manual,First,5.0,MERCEDES-BENZ,32,2987.0,282.0,37000
504,Charlotte,5,15535,CNG,Automatic,Second,7.0,HONDA,41,1497.0,117.3,8500
505,Charlotte,3,5282,Diesel,Automatic,Second,5.0,HYUNDAI,44,1197.0,82.0,9600
506,Boston,5,21128,Gasoline,Continuously_Variable,First,7.0,TESLA,38,2179.0,140.0,26000
507,Los_Angeles,8,25868,CNG,Automatic,Second,5.0,LEXUS,35,1598.0,105.0,4500
508,San_Francisco,11,49853,Diesel,Automatic,First,5.0,HYUNDAI,42,1086.0,62.1,4600
509,Orlando,1,5336,Diesel,Automatic,First,5.0,HYUNDAI,36,1591.0,121.3,27120
510,Dallas,3,18642,Gasoline,Automatic,First,7.0,TESLA,36,1997.0,120.0,24500
511,Los_Angeles,7,39885,Gasoline,Automatic,First,5.0,LEXUS,48,1598.0,103.5,7520
512,Seattle,5,47492,Gasoline,Automatic,First,5.0,RENAULT,45,1461.0,108.45,17160
513,San_Francisco,9,46605,Gasoline,Dual_Clutch,First,5.0,BMW,28,2993.0,245.0,55000
514,Seattle,7,16824,Diesel,Automatic,First,5.0,TOYOTA,41,1496.0,88.73,9900
515,Austin,8,18642,Diesel,Automatic,First,5.0,GM,53,998.0,67.04,6600
516,Chicago,4,43146,CNG,Automatic,First,5.0,HYUNDAI,37,1591.0,121.3,16000
517,Houston,6,34798,CNG,Automatic,First,5.0,GM,54,998.0,67.04,5580
518,Seattle,3,30619,Gasoline,Manual,First,5.0,RAM,30,2179.0,187.7,91280
519,Los_Angeles,6,5406,CNG,Automatic,First,5.0,CHEVROLET,44,1199.0,76.8,5100
520,Austin,6,11185,CNG,Automatic,Second,4.0,CHRYSLER,60,624.0,37.5,2000
521,Seattle,3,25503,Gasoline,Continuously_Variable,First,5.0,AUDI,42,1968.0,174.33,75120
522,Orlando,11,50000,Gasoline,Dual_Clutch,Second,5.0,MERCEDES-BENZ,26,2987.0,198.5,18580
523,Orlando,1,12842,Diesel,Automatic,First,5.0,GM,52,1197.0,81.8,12740
524,Seattle,7,37460,Diesel,Automatic,First,5.0,FIAT,34,1368.0,112.0,5960
525,Orlando,3,19696,Diesel,Automatic,First,5.0,GM,48,1197.0,81.8,11500
526,San_Francisco,10,62140,Gasoline,Automatic,First,7.0,TOYOTA,27,2982.0,171.0,26000
527,Charlotte,6,8303,Diesel,Automatic,First,7.0,GM,38,1373.0,93.7,13600
528,Seattle,10,30072,CNG,Continuously_Variable,First,5.0,BMW,28,1995.0,154.0,20980
529,Houston,6,29454,CNG,Automatic,First,7.0,GM,38,1373.0,93.7,11200
530,Charlotte,10,42877,Diesel,Dual_Clutch,Second,5.0,HONDA,40,1497.0,118.0,5700
531,Seattle,7,40564,Gasoline,Automatic,First,7.0,HYUNDAI,34,2199.0,194.3,16720
532,Houston,15,67111,Gasoline,Automatic,First,5.0,CHRYSLER,40,1405.0,70.0,2000
533,Atlanta,10,31471,CNG,Continuously_Variable,Second,5.0,MERCEDES-BENZ,26,2497.0,204.0,21500
534,San_Francisco,9,80783,Gasoline,Automatic,First,5.0,GM,45,1248.0,73.9,7700
535,San_Francisco,8,66490,Gasoline,Automatic,First,5.0,FORD,42,1399.0,67.0,6000
536,Seattle,5,26068,Diesel,Manual,First,5.0,HONDA,42,1497.0,117.3,19200
537,Dallas,8,67733,Gasoline,Automatic,First,7.0,TOYOTA,31,2982.0,168.5,26500
538,Charlotte,4,5593,Diesel,Automatic,First,5.0,HONDA,42,1198.0,86.7,11500
539,Dallas,6,27279,Gasoline,Automatic,First,5.0,HYUNDAI,53,1396.0,88.73,13500
540,Boston,7,39770,Gasoline,Automatic,Second,7.0,CHEVROLET,43,1248.0,73.8,9700
541,Orlando,1,8196,Diesel,Continuously_Variable,First,5.0,MERCEDES-BENZ,0,1950.0,181.43,77980
542,Charlotte,11,48253,CNG,Semi-Automatic,First,5.0,GM,30,1586.0,103.2,5700
543,Charlotte,8,34177,Gasoline,Automatic,First,7.0,TOYOTA,31,2494.0,100.0,19020
544,Austin,8,37222,Gasoline,Semi-Automatic,Second,5.0,BMW,43,1995.0,177.0,37000
545,Dallas,5,45697,Gasoline,Automatic,First,5.0,RENAULT,45,1461.0,108.45,13500
546,Seattle,3,19664,Gasoline,Continuously_Variable,First,5.0,BMW,49,1995.0,190.0,58800
547,Orlando,11,43305,CNG,Automatic,First,5.0,HONDA,42,1497.0,78.0,6580
548,Dallas,4,25477,Gasoline,Automatic,First,5.0,GM,66,1248.0,88.5,19000
549,Los_Angeles,10,67857,Diesel,Automatic,Second,5.0,GM,41,1298.0,85.8,4400
550,Los_Angeles,8,49712,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,140.0,13000
551,Austin,13,31691,CNG,Automatic,First,5.0,HONDA,32,1799.0,130.0,9800
552,Los_Angeles,7,65247,Gasoline,Automatic,Second,7.0,GM,60,1248.0,88.5,13500
